Date,Open,High,Low,Close,Volume
2022-01-03 00:00:00-05:00,331.40679370634723,334.02562765473306,325.9022813024608,330.8138427734375,28865100
2022-01-04 00:00:00-05:00,330.8929002409612,331.25857494263454,322.28532490653765,325.141357421875,32674300
2022-01-05 00:00:00-05:00,322.02839263897823,322.23594508884526,312.26459098435606,312.6598815917969,40054300
2022-01-06 00:00:00-05:00,309.46781236688685,314.95257065728254,307.82732789667534,310.1892395019531,39646100
2022-01-07 00:00:00-05:00,310.4560431567102,312.7784165785349,306.4437853125091,310.34735107421875,32720000
2022-01-10 00:00:00-05:00,305.85088287599405,311.019397296794,301.1073352634793,310.5746765136719,44289500
2022-01-11 00:00:00-05:00,309.69514414601446,312.8871450754688,306.2461907607877,311.2763366699219,29386800
2022-01-12 00:00:00-05:00,315.91118066625035,319.6071943084206,313.35160858410575,314.5276184082031,34372200
2022-01-13 00:00:00-05:00,316.70176131574823,317.10694395824623,300.4254222649771,301.21600341796875,45366000
2022-01-14 00:00:00-05:00,300.6725017841272,307.16525622591155,300.1783809923702,306.55255126953125,39846400
2022-01-18 00:00:00-05:00,300.4945942484883,306.1571986308168,298.19197470976445,299.0912780761719,42333200
2022-01-19 00:00:00-05:00,302.6885224597659,310.21891848583755,299.14073880102245,299.7633056640625,45933900
2022-01-20 00:00:00-05:00,305.43581529872426,307.98546516278583,297.5990672453962,298.05364990234375,35380700
2022-01-21 00:00:00-05:00,299.13085658737464,300.53414279051475,292.13408907058766,292.5491638183594,57984400
2022-01-24 00:00:00-05:00,288.7642417996894,293.61648209094864,272.804113941553,292.88519287109375,85731500
2022-01-25 00:00:00-05:00,288.0922105103412,291.52141042739754,281.8168998209132,285.09783935546875,72848600
2022-01-26 00:00:00-05:00,304.3685250898838,304.872537963895,289.58443898671413,293.2211608886719,90428900
2022-01-27 00:00:00-05:00,299.1011793539503,303.6866042826865,294.4267861495303,296.3143310546875,53481300
2022-01-28 00:00:00-05:00,296.69976713331624,304.8527598031974,290.9877322630703,304.6353454589844,49743700
2022-01-31 00:00:00-05:00,305.31723514258715,308.7068963788751,302.76755508637194,307.3233642578125,46444500
2022-02-01 00:00:00-05:00,306.76007869232814,306.97749305069,301.54216425038385,305.1294860839844,40950400
2022-02-02 00:00:00-05:00,305.9892182738892,311.41465441914744,305.24803715420967,309.774169921875,36636000
2022-02-03 00:00:00-05:00,305.8508643037551,307.57042508983517,296.43292364191217,297.707763671875,43730000
2022-02-04 00:00:00-05:00,296.6799859366241,305.1689771936069,296.44281761649523,302.3426208496094,35096500
2022-02-07 00:00:00-05:00,302.5699381780493,304.2202847297166,296.3736441624917,297.41131591796875,28533300
2022-02-08 00:00:00-05:00,297.70774393571344,301.9670622744267,296.42304208346883,300.97882080078125,32421200
2022-02-09 00:00:00-05:00,306.2264190578014,308.26219433639017,303.77559919706795,307.5506591796875,31284700
2022-02-10 00:00:00-05:00,300.46497804797895,305.48523199818993,297.1642547939985,298.8244934082031,45386200
2022-02-11 00:00:00-05:00,299.6249635318535,300.7120352888267,290.7604354570755,291.57080078125,39175600
2022-02-14 00:00:00-05:00,290.3157324569174,293.27059543519204,287.92420460393936,291.5312805175781,36359500
2022-02-15 00:00:00-05:00,296.4823679982791,297.263057137273,293.5275051468842,296.93695068359375,27058300
2022-02-16 00:00:00-05:00,295.47133564440304,297.94704818654685,290.82689649765325,296.5903625488281,29982100
2022-02-17 00:00:00-05:00,293.4808268565318,293.91655464268894,287.1826292184202,287.9055480957031,32461600
2022-02-18 00:00:00-05:00,290.20297474553615,291.0051030882495,283.528464261839,285.1327209472656,34264000
2022-02-22 00:00:00-05:00,282.23122824766074,288.7077006840941,281.7360857419631,284.9248046875,41736100
2022-02-23 00:00:00-05:00,287.3609402477044,288.866193031217,277.37887914011156,277.5472106933594,37811200
2022-02-24 00:00:00-05:00,269.8625781084342,292.2925275708506,268.88217539686883,291.7280578613281,56989700
2022-02-25 00:00:00-05:00,292.27272933372325,294.73852931236047,288.81661413423154,294.421630859375,32546700
2022-02-28 00:00:00-05:00,291.45075026001797,296.2338433125175,290.1534794419754,295.8872375488281,34627500
2022-03-01 00:00:00-05:00,293.5204592839018,297.05578388251683,289.31174815824556,292.0845642089844,31217800
2022-03-02 00:00:00-05:00,292.4905577368345,298.54121469098715,290.8467112615098,297.2736511230469,31873000
2022-03-03 00:00:00-05:00,299.9474540399828,300.1851127818162,291.1933075818351,293.045166015625,27314500
2022-03-04 00:00:00-05:00,291.4309610460576,292.78764656727,284.38013716690284,287.0439758300781,32356500
2022-03-07 00:00:00-05:00,285.72691478044766,286.8756489464297,275.8240653024283,276.20037841796875,43157200
2022-03-08 00:00:00-05:00,275.10117320165574,281.20133270071125,267.3769619450179,273.1701354980469,48159500
2022-03-09 00:00:00-05:00,280.68639520398847,286.78655469971204,278.05223336121463,285.6972351074219,35204500
2022-03-10 00:00:00-05:00,280.2704207658486,283.8156576221435,277.8541231986489,282.8154602050781,30628000
2022-03-11 00:00:00-05:00,285.1624852339729,286.6974452517178,276.7153546494225,277.3491516113281,27209300
2022-03-14 00:00:00-04:00,277.61650008174445,282.6273398869425,273.14042265156894,273.75439453125,30660700
2022-03-15 00:00:00-04:00,277.6263953858212,285.0238252673306,276.02213858134184,284.3603210449219,34245100
2022-03-16 00:00:00-04:00,286.3012652697352,291.7082428159142,280.4487078531109,291.5299987792969,37826300
2022-03-17 00:00:00-04:00,290.4406556625997,292.7380935746025,286.5587257059473,292.3518981933594,30816600
2022-03-18 00:00:00-04:00,292.50045222232876,298.0757611618276,289.88611574637844,297.51129150390625,43390600
2022-03-21 00:00:00-04:00,295.98629604088165,297.2241522820354,292.03503836877115,296.253662109375,28351200
2022-03-22 00:00:00-04:00,296.88742489867263,302.0369188828194,295.8674325781746,301.1060485839844,27599700
2022-03-23 00:00:00-04:00,297.5905543752504,300.2841307782518,294.82765076933543,296.5804443359375,25715400
2022-03-24 00:00:00-04:00,296.2338855128144,301.2447254675734,295.42184451559854,301.14569091796875,24484500
2022-03-25 00:00:00-04:00,302.2646961841475,302.53206224991175,296.38240096853986,300.729736328125,22566500
2022-03-28 00:00:00-04:00,301.37343838505194,307.78058391875624,301.37343838505194,307.68157958984375,29578200
2022-03-29 00:00:00-04:00,310.86033680908804,312.75178459597987,306.04753647665655,312.34576416015625,30393400
2022-03-30 00:00:00-04:00,310.7118172145618,312.88054368413947,308.5529730441892,310.8108215332031,28163600
2022-03-31 00:00:00-04:00,310.8504476858813,312.07842160553525,304.8988555349929,305.31475830078125,33422100
2022-04-01 00:00:00-04:00,306.3644385689784,307.11706477328903,302.57166065108623,306.4139709472656,27110500
2022-04-04 00:00:00-04:00,307.07743906302267,312.0486583498362,306.7011259680386,311.9100341796875,24289600
2022-04-05 00:00:00-04:00,310.2265676550657,311.81102968184206,306.85960473635316,307.85980224609375,23156700
2022-04-06 00:00:00-04:00,302.2250867124354,304.0175001752595,293.8274588898875,296.5903625488281,40110400
2022-04-07 00:00:00-04:00,293.7779655986946,300.70004840480266,293.47097965188675,298.44219970703125,31411200
2022-04-08 00:00:00-04:00,297.5212204941813,298.1946070245419,293.4016313690533,294.0849304199219,24361900
2022-04-11 00:00:00-04:00,288.95526833096244,289.76727906213705,282.23122472559214,282.48870849609375,34569300
2022-04-12 00:00:00-04:00,286.4300016832681,287.9154290689375,277.7650086001963,279.31976318359375,30966700
2022-04-13 00:00:00-04:00,279.9832970706519,285.7764403122189,278.56716651143927,284.8257751464844,21907200
2022-04-14 00:00:00-04:00,285.2911829001908,285.50904679443124,276.60639491193444,277.1114196777344,28221600
2022-04-18 00:00:00-04:00,276.2003640749133,279.71586336861134,275.63589443091547,277.7947082519531,20778000
2022-04-19 00:00:00-04:00,276.66581969753327,283.3898631043692,275.7052420679853,282.5282897949219,22297700
2022-04-20 00:00:00-04:00,286.58847784293266,286.885581480659,282.5976304337213,283.5780029296875,22906700
2022-04-21 00:00:00-04:00,285.77641221737304,290.4505583026089,277.3391954811083,278.0819091796875,29454600
2022-04-22 00:00:00-04:00,278.9435034411174,280.44875615473075,270.7241490897628,271.3678283691406,29405800
2022-04-25 00:00:00-04:00,270.63498778111745,278.37899327470257,268.1394503164321,277.9927978515625,35678900
2022-04-26 00:00:00-04:00,274.8040918197148,275.65572242697385,267.37695420296575,267.5948181152344,46518400
2022-04-27 00:00:00-04:00,279.35939154635514,288.14321425229076,276.44795136412887,280.468505859375,63477700
2022-04-28 00:00:00-04:00,282.41938577885946,288.15314447626383,278.72561179418545,286.8162536621094,33646600
2022-04-29 00:00:00-04:00,285.8061401095294,287.0638214044026,273.8138032335306,274.8238830566406,37073900
2022-05-02 00:00:00-04:00,275.0120537483787,282.1718255648532,273.53653868940114,281.7063903808594,35151100
2022-05-03 00:00:00-04:00,281.20132507113567,281.36968682137314,277.42834157263513,279.0425109863281,25978600
2022-05-04 00:00:00-04:00,279.844591741949,288.05406159882614,274.0415370352247,287.1628112792969,33599300
2022-05-05 00:00:00-04:00,282.76598458370535,283.5681130081364,271.6747806042375,274.6555480957031,43260400
2022-05-06 00:00:00-04:00,272.14018361367545,276.5370508688118,268.63456670028927,272.06097412109375,37780300
2022-05-09 00:00:00-04:00,267.4363550027104,269.71399833183335,260.76184401503986,262.00958251953125,47726000
2022-05-10 00:00:00-04:00,269.0505319707068,271.09051663711915,262.4948501571778,266.8818054199219,39336400
2022-05-11 00:00:00-04:00,263.0988734246651,268.72368415658224,256.78085120475237,258.0187072753906,48975900
2022-05-12 00:00:00-04:00,255.18654120154306,257.35526774487283,247.59105715011825,252.86927795410156,51033800
2022-05-13 00:00:00-04:00,254.8498577630545,260.48458198482325,252.86928770889608,258.5832214355469,34925100
2022-05-16 00:00:00-04:00,257.4344559551803,263.2375412250212,253.2950722970902,258.9595031738281,32550900
2022-05-17 00:00:00-04:00,263.524750583327,265.7231846902155,259.91021605193396,264.2278747558594,28828800
2022-05-18 00:00:00-04:00,261.05156135041483,261.6471223015271,250.89735466873364,252.19764709472656,31356000
2022-05-19 00:00:00-04:00,252.01895141691514,255.76104039654024,250.0139276857731,251.26458740234375,32692300
2022-05-20 00:00:00-04:00,255.33422470289594,256.62461181230543,244.61424874812343,250.68890380859375,39199300
2022-05-23 00:00:00-04:00,253.59720308871073,259.562672440712,251.5524519141715,258.7189636230469,33175400
2022-05-24 00:00:00-04:00,255.97943037078178,259.39391718118975,251.62193924977677,257.69659423828125,29043900
2022-05-25 00:00:00-04:00,256.227578533309,262.6198397800291,255.22505144779092,260.5751037597656,28547900
2022-05-26 00:00:00-04:00,260.3269419934373,265.13108085294215,259.4931688318524,263.9300537109375,25002100
2022-05-27 00:00:00-04:00,266.49095320164747,271.31493292410767,265.57775577434353,271.2156677246094,26910800
2022-05-31 00:00:00-04:00,270.510979550154,272.7343749752362,266.9376438373498,269.8558654785156,37827700
2022-06-01 00:00:00-04:00,273.1611668106405,275.6327097161593,268.03939152514886,270.4017639160156,25292200
2022-06-02 00:00:00-04:00,262.49081994886967,272.6152345207697,259.66192827014504,272.5457458496094,44008200
2022-06-03 00:00:00-04:00,268.3074218012102,271.4241738353545,266.4215038980322,268.0195617675781,28059000
2022-06-06 00:00:00-04:00,270.04441679679377,272.14870574103537,265.24027800353804,266.7589416503906,22400300
2022-06-07 00:00:00-04:00,264.66459928582844,271.1065081156585,263.96977315287387,270.4811706542969,22860700
2022-06-08 00:00:00-04:00,269.6970341088052,270.97748565450394,267.612585853165,268.40667724609375,17372300
2022-06-09 00:00:00-04:00,265.79614695585093,270.6896157127286,262.6694898327024,262.82830810546875,26439700
2022-06-10 00:00:00-04:00,258.6494731690834,258.6494731690834,250.65912391372535,251.11572265625,31422800
2022-06-13 00:00:00-04:00,243.29408633974344,247.175122471232,239.74060719808384,240.46519470214844,46135800
2022-06-14 00:00:00-04:00,242.0533582015255,243.91943502503517,239.7207621721384,242.67869567871094,28651500
2022-06-15 00:00:00-04:00,246.4703836502356,253.40860342614639,244.59438639178674,249.8948211669922,33111700
2022-06-16 00:00:00-04:00,244.1576327292002,245.58696679426563,241.2195706138929,243.15512084960938,33169200
2022-06-17 00:00:00-04:00,242.88712014837643,248.64415347760536,242.22208570706323,245.8152618408203,43084800
2022-06-21 00:00:00-04:00,248.40593918977234,252.86268040282383,247.6614955772027,251.86016845703125,29928300
2022-06-22 00:00:00-04:00,250.02385038501197,255.26474697911237,248.51510719662332,251.25466918945312,25939900
2022-06-23 00:00:00-04:00,253.67659575443335,257.4484310230602,251.75096598181725,256.94219970703125,25861400
2022-06-24 00:00:00-04:00,259.8703876692869,265.9946907758984,259.78105806600763,265.7167663574219,33923200
